year,month,breed,n_animals
2020,10,Tauernschecken,416
2020,11,Tauernschecken,408
2020,12,Tauernschecken,413
2021,1,Tauernschecken,459
2021,2,Tauernschecken,531
2021,3,Tauernschecken,576
2021,4,Tauernschecken,624
2021,5,Tauernschecken,611
2021,6,Tauernschecken,593
2021,7,Tauernschecken,576
2021,8,Tauernschecken,566
2021,9,Tauernschecken,554
2021,10,Tauernschecken,526
2021,11,Tauernschecken,515
2021,12,Tauernschecken,504
2022,1,Tauernschecken,546
2022,2,Tauernschecken,620
2022,3,Tauernschecken,714
2022,4,Tauernschecken,737
2022,5,Tauernschecken,713
2022,6,Tauernschecken,695
2022,7,Tauernschecken,675
2022,8,Tauernschecken,661
2022,9,Tauernschecken,643
2022,10,Tauernschecken,613
2022,11,Tauernschecken,587
2022,12,Tauernschecken,573
2023,1,Tauernschecken,613
2023,2,Tauernschecken,706
2023,3,Tauernschecken,752
2023,4,Tauernschecken,757
2023,5,Tauernschecken,726
2023,6,Tauernschecken,692
2023,7,Tauernschecken,678
2020,1,Toggenburgerziege,6900
2020,2,Toggenburgerziege,8218
2020,3,Toggenburgerziege,8378
2020,4,Toggenburgerziege,7674
2020,5,Toggenburgerziege,7234
2020,6,Toggenburgerziege,6969
2020,7,Toggenburgerziege,6786
2020,8,Toggenburgerziege,6662
2020,9,Toggenburgerziege,6459
2020,10,Toggenburgerziege,6383
2020,11,Toggenburgerziege,6222
2020,12,Toggenburgerziege,6271
2021,1,Toggenburgerziege,7324
2021,2,Toggenburgerziege,8572
2021,3,Toggenburgerziege,8239
2021,4,Toggenburgerziege,7946
2021,5,Toggenburgerziege,7442
2021,6,Toggenburgerziege,7199
2021,7,Toggenburgerziege,7048
2021,8,Toggenburgerziege,6895
2021,9,Toggenburgerziege,6709
2021,10,Toggenburgerziege,6517
2021,11,Toggenburgerziege,6445
2021,12,Toggenburgerziege,6424
2022,1,Toggenburgerziege,7411
2022,2,Toggenburgerziege,8377
2022,3,Toggenburgerziege,8732
2022,4,Toggenburgerziege,7871
2022,5,Toggenburgerziege,7398
2022,6,Toggenburgerziege,7047
2022,7,Toggenburgerziege,6940
2022,8,Toggenburgerziege,6763
2022,9,Toggenburgerziege,6575
