year,month,breed,n_animals
2019,2,American Staffordshire Terrier,2129.0
2019,3,American Staffordshire Terrier,2136.0
2019,4,American Staffordshire Terrier,2150.0
2019,5,American Staffordshire Terrier,2179.0
2019,6,American Staffordshire Terrier,2186.0
2019,7,American Staffordshire Terrier,2191.0
2019,8,American Staffordshire Terrier,2207.0
2019,9,American Staffordshire Terrier,2239.0
2019,10,American Staffordshire Terrier,2256.0
2019,11,American Staffordshire Terrier,2263.0
2019,12,American Staffordshire Terrier,2264.0
2020,1,American Staffordshire Terrier,2277.0
2020,2,American Staffordshire Terrier,2283.0
2020,3,American Staffordshire Terrier,2295.0
2020,4,American Staffordshire Terrier,2307.0
