year,month,breed,n_animals
2022,10,Kiger Mustang,7.0
2022,11,Kiger Mustang,7.0
2022,12,Kiger Mustang,8.0
2023,1,Kiger Mustang,8.0
2023,2,Kiger Mustang,8.0
2023,3,Kiger Mustang,8.0
2023,4,Kiger Mustang,8.0
2023,5,Kiger Mustang,8.0
2023,6,Kiger Mustang,8.0
2023,7,Kiger Mustang,8.0
2016,1,Kladruber,29.0
2016,2,Kladruber,29.0
2016,3,Kladruber,29.0
2016,4,Kladruber,29.0
2016,5,Kladruber,29.0
2016,6,Kladruber,29.0
2016,7,Kladruber,29.0
2016,8,Kladruber,29.0
2016,9,Kladruber,29.0
2016,10,Kladruber,28.0
2016,11,Kladruber,27.0
2016,12,Kladruber,27.0
2017,1,Kladruber,27.0
2017,2,Kladruber,27.0
2017,3,Kladruber,27.0
2017,4,Kladruber,27.0
2017,5,Kladruber,27.0
2017,6,Kladruber,27.0
2017,7,Kladruber,27.0
2017,8,Kladruber,27.0
2017,9,Kladruber,27.0
2017,10,Kladruber,26.0
2017,11,Kladruber,26.0
2017,12,Kladruber,26.0
2018,1,Kladruber,26.0
2018,2,Kladruber,26.0
2018,3,Kladruber,27.0
2018,4,Kladruber,27.0
2018,5,Kladruber,27.0
2018,6,Kladruber,27.0
2018,7,Kladruber,28.0
2018,8,Kladruber,28.0
2018,9,Kladruber,29.0
2018,10,Kladruber,29.0
2018,11,Kladruber,29.0
2018,12,Kladruber,28.0
2019,1,Kladruber,28.0
2019,2,Kladruber,28.0
2019,3,Kladruber,29.0
2019,4,Kladruber,29.0
2019,5,Kladruber,29.0
2019,6,Kladruber,29.0
2019,7,Kladruber,29.0
2019,8,Kladruber,29.0
2019,9,Kladruber,29.0
2019,10,Kladruber,30.0
2019,11,Kladruber,30.0
2019,12,Kladruber,30.0
2020,1,Kladruber,30.0
2020,2,Kladruber,30.0
2020,3,Kladruber,30.0
2020,4,Kladruber,30.0
2020,5,Kladruber,30.0
2020,6,Kladruber,34.0
2020,7,Kladruber,34.0
2020,8,Kladruber,34.0
2020,9,Kladruber,30.0
2020,10,Kladruber,30.0
2020,11,Kladruber,30.0
2020,12,Kladruber,30.0
2021,1,Kladruber,30.0
2021,2,Kladruber,30.0
2021,3,Kladruber,30.0
2021,4,Kladruber,29.0
2021,5,Kladruber,28.0
2021,6,Kladruber,28.0
2021,7,Kladruber,28.0
2021,8,Kladruber,28.0
2021,9,Kladruber,28.0
2021,10,Kladruber,28.0
2021,11,Kladruber,28.0
2021,12,Kladruber,28.0
2022,1,Kladruber,28.0
